Posts,Emotion
đầu mẹ kết_hôn chồng duy_nhất mẹ giây_phút mẹ nguyện ba_xây_dựng_gia_đình mấy hôm kỷ_niệm cưới ba_mẹ tự_nhiên viết mẹ quámẹ bình_dị ngô thị vânmẹ mẹ ngoại nghèo chồng lựa_chọn duy_nhất mẹ bớt đi gánh nặng_nhọc nhằn đông gia_đình nông xứ di_dân hà_tĩnh tây_nguyên kinh_tế mong_ước duy_nhất mẹ đàn_ông mẹ sống tiện phụ_giúp gia_đình mẹ duyện nợ định kiếp ngoại dặn mẹ điềulấy mày khổ lắm nóng_tính quárồi chuỗi khổ_cực mẹ nếm trảinhà nội chê ngoại nghèo chê mẹ xứng ba_mẹ xung_khắc nội chẳng ưa khó_dễ lời_ra_tiếng_vào duy_nhất đòi cưới mẹ đâm_ra nội đành xuôi mẹ thai cực_khổ gấp trăm vạn tưởng_tượng mẹ đói cá khô cơm trắng nghén đói lục cơm nguội tủi_nhục mẹ kiên_cường lạ mẹ sinh xuân chồng mẹ phụ ngoại rau giá đôi củ khoai dăm cà_chua chợ mẹ đẹp nước_da trắng_nõn nà gái tây bắc trêu mẹ dân_tộc cao_bằng nội cháu gái gia trưởng tư_tưởng cổ_hủ sinh gái rơi chạp năm_âm_lịch bực_bội ba_mẹ xung_khắc đem gửi chùa nuôi mẹ vnđ vàng uyên chị_gái kế sống ta câu giặc ngô bà_cô chồng chẳng sai uyên ưa mẹ chẳng phận mẹ dâu le chồng đoán bản_chất hơi chút tiểu_thư nguyên yếu_đuối chăm_lo tí uyên làm_khó mẹ nội đẻ chả mẹ uất_ức lắm thử_hỏi chồng sinh nứt_mắt ra_đời kiếm tiền công_việc chẳng học hành đứt gánh mẹ không_trách động_lực mẹ vươn chứng_minh bốn bầu thằng lịch em_trai mẹ chăm mẹ một_mình đi chợ cây_số cai_sữa bù khoẻ viện ốm_đau mẹ niềm may_mắn đời mẹbà nội sạp đồ giấy vàng đồ vàng_mã cau trầu chợ huyện dâu mẹ học nghề nuôi thân mẹ nghiệp nội thương mẹ lắm nội khó_tính khắt_khe xưa bản_tính ngày_xửa_ngày_xưa khét_tiếng quê năm_tuổi đầu thăm quê nội bàng_hoàng nội giỏi_giang hợp_tác_xã của_ăn_của_để khái_tính vô_cùng đất đai đắc lắc kinh_tế tiếc gia_cảnh nội sa_sút đi nội chẳng khâm_phục khổ nhắc thương lẽ tình_cảm mẹ thức_ăn thừa lén mẹ nực_cười mẹ chồng dâu đồ_ăn mà_còn lén lén_lút lút nội đập_tan tành chén bát chó thay_vì dâu sợ trút cái_rụp tô dĩa mẹ vội_vã chén bát bảo đổ vườn chó câu đau_lòng câu_chuyện mắt rơm_rớm thương mẹ thương nội mười quế vợ chẳng ưa mẹ chê mẹ nghèo khích_bác mẹ lén đồ ngoại mẹ uất chẳng khuyên mẹ_con sống vui mảnh đất ông_bà nội cắt ba_mẹ bác_mẹ đương_nhiên mẹ toan_tính lòngtốt nội sống thú_thực mẹ chẳng giúp ông_bà ngoại mẹ khổ cắn_răng suốt trời chẳng dám sợ ngoại phiền_lòng mẹ thúc_ép kết_hôn mẹ sợ khổ mẹ nỗi khổ trẻ nội giàu_có công_tử út nuông_chiều đi học phổ_thông ăn_uống chẳng sợ dòng máu gia_trưởng ngỗ_nghịch nóng_nảy nội thử nghệ_an quê nội ba_bị nội đánh bơi sông lam trốn hà_tĩnh lẩn tận thanh_hoá biệt_tích trung_quốc tây bắc phiêu_bạt tứ_phương thương nhân_hậu kiểm_soát nóng_nảy mẹ khổ chi_tiêu tiền_bạc giỏi tính_toán kinh_tế mẹ thiệt_thòi tuổi_thơ nụ cười kỉ_niệm cười_ra_nước_mắt đêm nội mẹ bế đi dọc khắp huyện đánh_bài đánh sòng sòng chỗ mai chỗ mẹ khóc đêm ngủ gỗ ọp_ẹp miếng đất nội cắt ba_mẹ tiếng mẹ gào khóc tỉnh dậy mẹ nhét quần_áo bao đựng gạo nhét khóc giàn_giụa mẹ lê_giờ mày mẹ mãi mẹ giận ba_vì mê bài_bạc mẹ doạ sửa_đổi đấy mãi dứt hẳn tật xấu may_mắn chẳng đánh mẹ nội đánh cự cãi quế nội can_ngăn kết_quả gãy mãi quế trách nội mãi lớp tai_nạn gãy chân tiền mẹ chạy_vạy vay_mượn khắp_nơi tiền mổ quế giàu lắm thời đi xe wave alpha triệu lẹt_đẹt hề giúp đứa em_trai nằm viện vợ đặt_điều mẹ đi trai viện chua_xót nội mẹ vay tiền siết ti_vi mẹ kịp chẳng cay_đắng mẹ nếm trảimẹ vay lịch em_trai gửi uyên mẹ chăm_sóc cay_đắng chẳng kém hồi dâu mẹ nội mẹ chẳng san_sẻ mẹ vay đồng mẹ khắc_cốt_ghi_tâm hồi gãy chân mẹ thai hoàn_cảnh cho_phép mẹ tự_nhiên viết kiềm nước_mắt xuất_viện chăm cực lắm đau chân đâm_ra khó_ở cau_có thường_xuyên nổi_giận mẹ tức_tối ném thẳng cốc thuỷ_tinh tường mảnh vỡ rớt mẹ không_thể_nào quên cảnh_tượng hãi_hùng sợ chạy thềm cảm_giác đau_lòng lắm mẹ yêu tình_thương tình_nghĩa nợ kiếp mẹ mẹ suốt chồng mua nổi mẹ quần_áo băng_vệ_sinh mẹ khóc uất_ức ta chồng chồng mẹ chồng khổ chồng chửi mẹ lôi ông_bà ngoại anh_chị_em tổ_tiên dòng_họ ngoại xúc_phạm mẹ xảy mẹ tôn_trọng gia_đình nội chửi đánh mẹ học đại_học mẹ buồn chạy mộ ông_bà nội khóc cuộc_đời mẹ đắng_cay quángày lo mẹ sợ mẹ tiền góp anh_chị_em chồng lo_toan hậu_sự dúi mẹ triệu bảy trăm_ngàn dặn cất kỹ mẹ góp chúng_nó chúng_nó coi_thường mẹ đem gửi ngoại lo hậu_sự nội học phổ_thông sợ cảm_giác tiền học tiền ba_mẹ cãi tiền chẳng đi tiêu_xài cơm_nước tiền điện tiền cáp tiền ăn_uống tiền học mẹ lo mẹ phụ_nữ khổ_cực gánh_gồng chẳng cáu_giận nhất_thời thương mẹ tiền học lớp tiền học miễn cô_giáo quý chẳng đóng đồng may_mắn biết_ơn ghi_nhớ mãi giờlần quà sinh_nhật bánh_bao bánh_bao lắm đ đ thú_thực mẹ khả_năng chăm_lo khoản chi_tiêu vặt mẹ gồng_gánh gia_đình mệt_mỏi thoát_ly năm_tuổi thủ_đô học đại_học quãng mẹ thảnh_thơi gia_đình khấm_khá bớt cọc cằn nội lớp thi tốt_nghiệp nhắm_mắt_xuôi_tay khoé mắt nước_mắt chảy có_lẽ sống giây_phút lìa cuộc_đời cảm_xúc mẹ trách_cứ nội quế học hai đại_học nội tầm cuộc_đời xin_lỗi mẹ gọi mẹ tiếng suốt chục ung_thư gan cuộc_đời sống trời an_bài bàn_tay mẹ gồ_ghề sần_sùi nhăn_nheo nắm đôi bàn_tay khô ráp thương tự_hào mẹ khôn tả ngưỡng_mộ mẹ đức_hạnh ngay_thẳng cuộc_đời mong tâm sáng_ngời mẹ mẹ bảo lịch tài_sản lớn_lao mẹ kiếp phụ mẹ hy_sinh tặng độc_lập đi đôi chân ngót_nghét chăm_sóc bù_đắp mẹ đói_khổ cơ_cực mẹ tử_tế bao_dung chẳng có_lẽ cho_phép đi gương mẹ nhắc_nhở cuộc_sống bộn_bề dừng bút mẹ sinh mẹ mẹ conmốc đời_thường gia_đình đời,5
chỉa trym vô hoài khắm s,0
ewww chẳng huhu,2
nhờn,0
ép pờ neo dze thời_đại v,1
mẹ_con điên,4
đi sợ ma,5
thằng ganh_đua ghê lắm buộc gia_đình cơ_bản bố công_nhân mẹ đi hàng thằng gia_đình gia_giáo bố kỹ_sư mẹ giáo_viên tiểu_học dạy bé nghèo phấn_đấu thằng bố_mẹ nở_mày_nở_mặt ước_mơ bố_mẹ vách mẹ thằng mắng mày tao mày ngu thằng mày kia kìa chẳng kèm_cặp mày bậc vô_hình ganh_đua nhautôi bàn khái_niệm giỏi dở giỏi thằng dở chẳng quán_triệt thằng đầu_óc nhanh_nhạy tân_tiến mác giỏi ham lớp xong mác dở ham ham học mặc_dù tằng tằng giấy khen học_sinh giỏi suốt phổ thôngnhững phổ_thông học lớp lớp lớp quãng học nói_thẳng đầu_óc học học nỗi sợ bố_mẹ ám_ảnh mơ_hồ thằng kia trụ lớp xếp_hạng lớp giỏi nằm bố_mẹ bảo mày niềm tự_hào bố_mẹ mày cố_gắng học học kiểu chả ghét học mặc_dù lớp ca_tụng giỏi trường thành_phố dốt hơn_bao_giờ_hết học lẽo_đẽo theo_đuôi lớp học tiếng học tiếng chán mệtthằng cuộc_sống ao_ước lớp trung_bình thoả sức thể_hiện đầu_óc rong suốt đi học cặp xẹp_lép phồng bóng_đá đứng nhì đứng lớp bố vô_tư vô_trách_nhiệm ghét ghen_tị thoát guồng học sống môi_trường gắn mác giỏi xung_quanh giỏi gắn mác dở xung_quanh đứa dởoorồi kì thi đại_học thi chả hi_vọng lắm ôn thi cực_hình cảm_nhận đầu nóng nhồi đầu chán gắng_gượng dậy bố_mẹ nước_mắt đàn_ông ước gái trưởng cháu_đích_tôn học mà_còn học chục ôi chán mệt học tiếp đi học nghề chân_tay trí_óc chán nguyện_vọng mẹ phản_kháng đượchè thu nhập_học đại_học chẳng tâm_thế cánh cửa cuộc_đời lê_bước giảng_đường bi_kịch dạy đấy cao_siêu hồi phổ_thông giải sẵn bắt_chước thay bài_toán thay tư_duy giỏi ôi đứa dở đứa giỏi trăm mặc_kệ mặc_cảm học học học nóng đầu hồi ôn thi hồi đấy nóng ôn nóng sách_vở kì xoay_xở nợ môn bình_thường nữaootôi lui_tới bệnh_viện điều_trị bệnh trầm_cảm liều thuốc tờ giấy chấp_nhận nguyện_vọng học học_kì may_mắn thay bố_mẹ hẳn lạnh_lùng ổn trầm_cảm địa_ngục trần_đời chết chết bác_sĩ đề_nghị rũ đi đầu nằm lì phòng chết lang_thang mạng nhạc phim game lang_thang đi chả đi đi dạo đầu đời trường tạm nguôi mặc_cảm giỏi dở đeo_bám tiếng phát bực đỡ rồihôm viết mùng nộp đơn đi học nghề dở trời sinh thếthằng học đại_học khoa tiếng nhật đấy lắmdở giỏi giỏi dở viết dông_dài đọc đọc,2
quán cơm gà tối muộn hàng rong ngập_ngừng ghé giá gà chủ quán quần_đùi đỏ tươi màu tổ_quốc trả_lời,5
dễ_thương ghê thằng quay_phim dạng,1
chỗ sóng táp ghi ức_chế vãi,4
hoang to,5
vụ ý_thức đậu đỗ xe tài_xế,5
sống sương rồng kiên cườngđứng vững bão_cát vươn phát_triển mạnh_mẽ khắt nghiệt thời_tiết hoàn_cảnh sống hoa rực_rỡ,5
chị_gái vàng làng nhân ngày_lành_tháng_tốt phép bày_tỏ cảm_xúc bé quân_y bé trang sinh bé tuyên_quang nghèo đi học nam bắc học sơn_tây ưa_nhìn đợt tết quen chị_gái học học_viện quân_y tết trường_học đi phòng tham_quan chỗ điện_thoại hỏng mua điện_thoại giấy_tờ mua điện_thoại trả_góp bảo mượn comment mua điện_thoại trả_góp xsmax màu trắng tầm triệu trả_góp hai trường_học hôm trộm phòng điện_thoại laptop phòng bảo mượn điện_thoại tiện học_tập đường trường dừng chờ bắt grap mượn điện_thoại xsmax màu vàng mua đẹp trời nhắn_tin chuyển_khoản mượn triệu chạy thực_tập viện thương triệu thẻ đấy bảo bạn_bè mượn triệu hứa_hẹn tuần đấy mãi nhắc tiền tiền mượn ta đòi tiền gắt_gỏng hứa_hẹn tổng triệu chạy_vạy khắp_nơi nhờ_vả tầm bảo mấy hôm đi mổ ruột_thừa mẹ bất_cẩn ta điện_thoại điện_thoại đền tổng điện_thoại triệu vay tr đấy xa_lánh gắt_gỏng từ_chối tình_cảm mua điện_thoại tiền tr hy_vọng yêu_đương đòi tiền hích vãi hứa_hẹn mấy hôm kết_bạn hôm hôm đấy tiền nhắn_tin hứa_hẹn tuần lương viện viện bank tiền đi đường cầm tiền_mặt đấy nhắn_tin tiền gắt_gỏng liên_tục nhắn_tin tiền bảo ngân_hàng lỗi vay tiền mẹ ngân_hàng gửi gom tiền cháu sốt tiền đau_đầu stress sức_khoẻ ổn hứa_hẹn bệnh_tật cấp_cứu viện sản trung_ương mổ_xẻ kêu liên_lạc điện_thoại online khoá facebook chặn con_mẹ đấy ôm khoản nợ tr mất_hút điện_thoại liên_lạc nhắn_tin any block lạnh_lùng bảo người_yêu trích cuộc_gọi trả_góp giục đóng tiền bảo đóng tiền làm_việc ta yên_tâm liên_lạc điện_thoại giục đóng tiền liên_lạc trang mượn comment đứng_tên làm_việc mua điện_thoại ta đòi tiền doạ thông_báo trường lo_sợ ảnh_hưởng học_tập mua trang ôm tr tạm_biệt cú lừa trả_góp đóng xtrtháng vừa_phải tiền điện_thoại liên_hệ gái đất tuyên_quang cú lừa nhung trang comment tưởng_niệm kết_bạn trang điện_thoại liên_lạc mong comment giúp_đỡ tiền hứa_hẹn phongtrutgian mongadduyetbai bocphot,2
thanh_xuân chả aiii hạnh_phúc bền,2
hiền hiền đấy ngưỡng nhịn bùng_phát,5
hồi học mẫu_giáo đi rượt tao chạy té khói dume chạy quỳ van_xin nỗi ám_ảnh tao,3
hỏng đồ phá,0
vẻ hơi tao ước phiêu_du gia_đình ta,5
bọn nè phạt,4
đéo,0
đi dậy dí cạp đít đau nhảy trốn sợ,3
vớ_vẩn,0
mai đi học quên cầm bút huhu,2
tài_liệu mật mày max xạo lờ,0
ta mạnh_mẽ trãi nỗi đau ta cười đằng nụ cười giọt nước_mắt nỗi buồn cố_gắng nuốt ta tâm_sự câu_chuyện ta mong vui cười buồn khócmạnh mẽ mạnh_mẽ đấy cuộc_sống,5
chấp_hành nghiêm_chỉnh luật giao_thông phạt đi học giáo_viên ₫ ý_thức con_người đừng đỗ lỗi,0
kinh,0
warning nội_dung nhạy_cảm chủ_yếu cuộc_sống đời biến_cố chủ_xị thú_vị nhémình ý_nghĩa ảnh tàu mắc_kẹt nỗi lo_toan xung_quanh cố sức_kéo cánh cửa quá_đỗi hẹp nhỏ_bé đókhông chút nội_dung post kể_ra đứa chòm song tử gemini lẽ gem sôi_nổi giây_phút khép_kín thôitrái lẽ thường_tình cuộc_sống trôi nửa yên_ắng hai lớp chín cuộc_đời vui_vẻ sống vô_tư chút toan_tính xảy áp_lực đè_nén tâm_hồn gạt vui_vẻ sống lắng_đọng chán trường xung_quanh ghét gần_gũi cực_kì khoái làm_quen ngoại_quốc trải tưởng_tượng nổi đầu chui bụng mẹ âu_yếm nhận_thức đoán học hát đọc chữ hoàn_thành bậc tiểu_học vui buồn_tủi xích_mích giận_dữ rung_động đau_đớn bạo_hành hôm bạo_hành trôi trường an_ủi bạo_hành roi_vọt chổi dép bạt_tai đôi_chút gậy sắt chẳng_hạn chi_chít vết bầm tím tóc túm chặt rụng nuôi tóc vai náo_nức hai đánh đỡ chút xảy chẳng_qua mật_độ hè lên_lớp sáu đi mua sách hớn_hở tiêu_đề chẳng_hạn vật_lý sinh_học cưỡng_bức cảm_giác ghê_tởm kéo_dài hối_hận cáu tiếng_nói chị_gái hành_hung bảy hành_vi bẩn_thỉu mẹ nơm_nớp mẹ bảo_vệ mẹ cười xuề_xoà bảo mơ mẹ lẫn bảo ngồi_tù mẹ khả_năng lo_toan nhắc cãi mẹ mẹ bảo bố nhầm mẹ đừng mẹ khổ_tâm lắm đại_khái mẹ chấp_nhận sự_thật học_kì quân_đội kéo_dài mùa hè kết_thúc lớp sáu tomboy hai đứa hôn hai đứa đọc dòng chữ chóng_vánh kết_thúc yêu_đương bỏ_bê học_hành học sa_sút đi thành_tựu tự_hào cấp_bậc tiểu_học trở_lại tiêu_đề hè lớp tám lên_lớp chín suy_nghĩ trải day_dứt trở_lại vòng xoáy học_tập tiến_bộ nụ cười nhẽ vui trái_tim mặc_dù mặt dòng chuyển_hướng cảm_xúc xung_quanh tết đi bảo mẹ thúc tinh_thần ôn_tập bộ_môn yếu_kém viện cớ cực_kì ghét sợ tiếp_chuyện nồng_hậu lắm giả_tạo đấy mắc_kẹt phòng cánh cửa hé tí thay_vì mắc_kẹt gọi phòng riêng_tư giả_vờ hưởng_thụ cuộc_sống lắm kết thúcchà kết_thúc khái_niệm kết_thúc hẳn ngừng hoạt_động diễn_biến wiki tuổi_đời trung_bình loài_người năm_kia coi lãng_phí sống ăn_ngủ học đôi_chút khác_biệt trang_lứa cuộc_sống tấp_nập mệt mẹ phức_tạp giải_quyết rắc_rối đời giải_thích viển_vông ước tồn tạivô lo vô định_nghĩa cuộc_sống hoàn_hảo trốn đi làm_phiền bầu_bạn đơn_giản hão_huyền lắm biếtmình mong_ước đọc đôi biện_bạch đứa mười bốn rưỡi bạn_đọc cảm_kích lắm đọc cuộc_đời chút biến_đổi tâm_lí đọc câu_chuyện dừng hẹn hôm khácà tâm_sự ới nha đơn_giản xả nhẹ chẳng_hạn an_ủi khuyên thẳng_thắn đơn_giản kể_ra nhắc câu đừng reply ban_đầu chỉ_định viết lưu vơi đi khúc_mắc soạn đăng_tải nhỡ đồng_cảm chẳng_hạn hoàn_cảnh tương_tự email kristhemistlần nhiềukrisie,3
mi học hàng lai chim chạy hàng,1
giơi rộng_lớn đoán hôm_qua vui_vẻ nói_chuyện thân_thiết chân_thành hôm_nay xa_lạ giấc mơ chóng_vánh xa_lạ,2
mấy đứa chửi thế_này ra_đời cư_xử đứa,5
qua_đời danh_hài chí tài gắn_bó bà_xã hạnh_phúc tình ca_sĩ phương loan mỹ định_cư chí tài vợ mỹ chính_thức vợ_chồng vợ_chồng chí tài hạnh_phúc vui_vẻ nhí_nhảnh danh_hài chí tài thừa_nhận cuộc_sống thủa xưa nguyên_nhân vợ_chồng chậm hai vợ_chồng hồi xưa lắm quan_niệm lo đầy_đủ lo đừng đẻ đẻ lăn_lóc nhức đầu hai vợ_chồng đổ_vỡ nuối_tiếc đôi_lúc tiếc lắm nối_dõi truyền nhân tiếc tiếc già già cười cuộc_sống hạnh_phúc vui_vẻ niềm vui cuộc_đời vui vui hài_lòng nợ đường con_cái vợ mặc_dù vợ_chồng địa_lý vợ_chồng đong hạnh_phúc chí tài nổi_tiếng chiều vợ đi kiếm bao tiền vợ rảnh vợ đi du_lịch hâm_nóng tình_cảm thế_giới showbiz,2
đồ điên,4
dạo dưỡng da kiếm yêu,1
chả_là mấy hôm khí_hư mùi bất_thường kiểu bã đậu ngày_nay bình_thường cảm_giác ngừng dấu_hiệu bệnh hơi sợ đọc giúp_đỡ,3
gọi hành hiếmkkk,1
chấp_nhận đi mày chửi mổ kiếm,0
tao đéo giám ho,3
hiệu_quả,5
daklak xử_phạt,5
mày viết mày chặn giúp mày hả,4
bảo dân_trí tự_ái,0
má sờ mông táng bố,4
mấy mẹ bửa viết incon phẫn_nộ ha,0
trai riết đéo người_yêu nổi tính_tình trai,2
dm đạp xe mệt lòi cứt xong beep,4
trẻ trâu lắm hai đứa,0
biến thế_giới móng thế_này viê,0
nỗi đau,2
quần đmmmmm tủi_thân lồn,4
thằng kia_mà,5
lớp_học_lực tệ phân_vân thi chuyên học trường học chuyên môi_trường tổ_chức hoạt_động đi_đôi áp_lực định chuyên địa ý_kiến đầu viết confession hơi lủng_củng,3
nụ cười tự_tin,1
khoảnh_khắc đồng_nghiệp is the best nguyễn_ngọc thái hiền,1
hợp_lí vãi v,1
chịu_khó đọc phết,5
dume đêm ròii tao cười vãi tí hàng_xóm đánh,3
dume chửi thé đéo gọi an kéo mẹ xe đi kiểu mệt,4
đi hành_xác chẳng vẹo tao đi tao cạch,0
iphone phi_công máy_bay phát_hiện biến biến rep nhắn linh_cảm sn chủ spa hn đi từ_thiện hà_giang sv hn quen nam thư_sinh kết_bạn làm_quen add facebook tán_tỉnh siêu đi đi du_lịch nhận_lời yêu phát_hiện thanh_niên sn thôi_thì ván đóng dở thuyền chả lẽ dỡ yêu tiếp yêu chiều hết_mức người_yêu đng đi học lo phòng_không hoà nóng lạnh thương người_yêu gọi thợ lắp ví người_yêu tiền dúi triệu tiêu iphone ra_mắt đặt_cọc fpt shop mua tặng hắn chiều hắn tặng hoa nhắn chờ thế_này rep,2
dạo before sunset before sunrise before midnight series phim đình_đám một_ngàn chín trăm hồi trời ta ngủ đi mãi mãi ta yêu nhaungày xưa hồi nữ_sinh tiêu_chí trai đẹp_trai học giỏi chút học giỏi hẳn thành tử_tế yêu làm_việc giỏi can_qua giỏi ngưỡng_mộ yêu lập khái_niệm tình_yêu gạt tiêu_chí sai sai đọc người_tình nhà_văn nổi_tiếng ba_lan janusz lwisniewski đoạn viết gọi ban_ngày ban_đêm giọng hưng_phấn kìm_nén lập tứcđến câu tối_thượng xác_lập quan_hệ bền_chặt tình_yêu yêu suy_nghĩ cảm_xúc trải cởi áo_giáp trần_truồng mặt ta lo_sợ đâm khiên giáo tình_yêu lâu_bền nhẽ ta gái ta thay phụ_nữ kháccó vừa_vặn yêu vừa_vặn làm_bạn vừa_vặn nói_chuyện tuyệtniềm vui đi rạp phim đơn_thuần ảnh cầm cuống vé cạnh hai bàn_tay nắm chặt thiên_hạ cặp đôi giây_phút thư_giãn phim cằm tựa vai thủ_thỉ đôi_khi tranh_luận kịch_liệt tình_tiết phim ẩn_dụ thủ_pháp xây_dựng nhân_vật tầng ý_nghĩa góc_quay bố_cục màu_sắc ti_tỉ đời quãng đường vềlúc vừa_vặn yêu vừa_vặn làm_bạn vừa_vặn nói_chuyện tuyệtlúc tình_yêu trò_chuyện tình_yêu nắm ôm hôn làm_tình chụp ảnh up facebook đăng story tình_cảm mùi_mẫn ôi tình xứng_đáng lìa đờibài viết hình_ảnh phim before sunrise ảnh chụp người_yêu cũ,5
điên,0
suy_nghĩ người_đời cuộc_sống bình_yên hạnh_phúc tự_do nằm mặc_tình định_đoạt,2
xây cầu rút bớt kinh_phí,5
giáo_viên mầm_non đồng_nghiệp đau mắt lây từ_học trò trường siêu_nhân quy_định học_trò sân học_trò ăn_uống hoạt đồng ngoài_trời hoạt_động lớp hoạt_động phòng chức_năng tầm kiểm_soát trưa giặc đi ngủ vô đứa lau mặt đứa kia đóng tủ gãy cánh tủ cặp bự phụ_huynh chẳng đổi con_cái cặp kháchức nguôi_ngoai vụ gãy cánh tủ vô xếp_hàng gối đi ngủ giặc giỡn đẩy gãy cánh tủ đựng gốichẳng xử bực buồn cườicần kiềm_chế bình tĩnhtrong p thiệt_hại mónchắc mai xếp trận mắng vốn haizzzzz cầm_cự nghề,2
